"data";"1";"7"
2013-09-24;2,2031;54431
2013-09-25;2,2224;54261
2013-09-26;2,2285;53782
2013-09-27;2,2571;53738
2013-09-30;2,23;52338
2013-10-01;2,2123;53179
2013-10-02;2,2088;53100
2013-10-03;2,2069;52489
2013-10-04;2,2051;52848
2013-10-07;2,2087;52417
2013-10-08;2,2016;52312
2013-10-09;2,2054;52547
2013-10-10;2,185;52996
2013-10-11;2,1821;53149
2013-10-14;2,1817;54170
2013-10-15;2,1818;54980
2013-10-16;2,1629;55973
2013-10-17;2,1611;55358
2013-10-18;2,1616;55378
2013-10-21;2,1738;56077
2013-10-22;2,176;56460
2013-10-23;2,1826;55440
2013-10-24;2,2003;54877
2013-10-25;2,1848;54154
2013-10-28;2,1846;55073
2013-10-29;2,1804;54538
2013-10-30;2,1888;54172
2013-10-31;2,2026;54256
2013-11-01;2,2468;54013
2013-11-04;2,2426;54436
2013-11-05;2,2747;53831
2013-11-06;2,2785;53384
2013-11-07;2,2825;52740
2013-11-08;2,317;52248
2013-11-11;2,3142;52623
2013-11-12;2,3362;51804
2013-11-13;2,3234;52230
2013-11-14;2,3289;53451
2013-11-18;2,2828;54307
2013-11-19;2,2662;53032
2013-11-20;2,2726;NA
2013-11-21;2,3067;52688
2013-11-22;2,2913;52800
2013-11-25;2,2871;52263
2013-11-26;2,304;51446
2013-11-27;2,3058;51861
2013-11-28;2,3208;51846
2013-11-29;2,3249;52482
2013-12-02;2,3449;51244
2013-12-03;2,3558;50348
2013-12-04;2,374;50215
2013-12-05;2,3747;50787
2013-12-06;2,3525;50944
2013-12-09;2,3225;51165
2013-12-10;2,3102;50993
2013-12-11;2,3262;50067
2013-12-12;2,3338;50121
2013-12-13;2,3354;50051
2013-12-16;2,3255;50279
2013-12-17;2,3221;50090
2013-12-18;2,3274;50563
2013-12-19;2,3528;51633
2013-12-20;2,3817;51185
2013-12-23;2,3706;51356
2013-12-24;2,3554;NA
2013-12-26;2,3507;51221
2013-12-27;2,3538;51266
2013-12-30;2,3426;51507
2013-12-31;2,3426;NA
2014-01-02;2,3975;50341
2014-01-03;2,3741;50981
2014-01-06;2,3789;50973
2014-01-07;2,3634;50430
2014-01-08;2,3779;50576
2014-01-09;2,396;49321
2014-01-10;2,3819;49696
2014-01-13;2,3491;49426
2014-01-14;2,3617;49703
2014-01-15;2,347;50105
2014-01-16;2,3683;49696
2014-01-17;2,3601;49181
2014-01-20;2,3335;48708
2014-01-21;2,3608;48542
2014-01-22;2,3601;49299
2014-01-23;2,3761;48320
2014-01-24;2,4129;47787
2014-01-27;2,4044;47701
2014-01-28;2,4165;47840
2014-01-29;2,4397;47556
2014-01-30;2,4224;47244
2014-01-31;2,4263;47638
2014-02-03;2,409;46147
2014-02-04;2,4177;46964
2014-02-05;2,4106;46624
2014-02-06;2,4041;47738
2014-02-07;2,3817;48073
2014-02-10;2,3936;47710
2014-02-11;2,4076;48462
2014-02-12;2,4086;48216
2014-02-13;2,4238;47812
2014-02-14;2,3924;48201
2014-02-17;2,387;47576
2014-02-18;2,3983;46599
2014-02-19;2,3986;47150
2014-02-20;2,3799;47288
2014-02-21;2,3625;47380
2014-02-24;2,3391;47393
2014-02-25;2,3367;46715
2014-02-26;2,3454;46599
2014-02-27;2,3436;47606
2014-02-28;2,3334;47094
2014-03-05;2,324;46589
2014-03-06;2,3094;47093
2014-03-07;2,3382;46244
2014-03-10;2,341;45533
2014-03-11;2,3461;45697
2014-03-12;2,3649;45861
2014-03-13;2,3486;45443
2014-03-14;2,3638;44965
2014-03-17;2,3518;45117
2014-03-18;2,3522;46150
2014-03-19;2,3338;46567
2014-03-20;2,342;47278
2014-03-21;2,3245;47380
2014-03-24;2,3248;47993
2014-03-25;2,3124;48180
2014-03-26;2,3119;47965
2014-03-27;2,283;49646
2014-03-28;2,2603;49768
2014-03-31;2,263;50414
2014-04-01;2,262;50270
2014-04-02;2,2711;51701
2014-04-03;2,2811;51408
2014-04-04;2,242;51081
2014-04-07;2,2326;52155
2014-04-08;2,1974;51629
2014-04-09;2,2111;51185
